City,State,Temperature_F_grouped,Visibility mi group,Weather Conditions,Distance mi,Duration min,Hour of Accident,Severity
Detroit,MI,41-50,6-10,Fair,0.17,126,18,2
Plymouth,MI,41-50,6-10,Fair,0.86,146,14,2
Detroit,MI,41-50,6-10,Fair,0.22,127,15,2
Madison Heights,MI,41-50,6-10,Fair,0.69,15,19,2
Detroit,MI,41-50,6-10,Fair,0.55,25,18,2
Detroit,MI,41-50,6-10,Fair,0.13,127,17,2
Saint Clair Shores,MI,51-60,6-10,Fair,1.14,30,17,2
Grand Rapids,MI,31-40,6-10,Cloudy,0.06,130,8,2
Grand Rapids,MI,31-40,6-10,Cloudy,0.98,129,8,2
Grand Rapids,MI,31-40,6-10,Cloudy,0.22,126,8,2
Byron Center,MI,31-40,6-10,Cloudy,0.31,136,10,2
Camino,CA,31-40,0-5,Cloudy,0.38,134,17,2
San Carlos,CA,41-50,0-5,Cloudy,0.11,133,14,2
Applegate,CA,31-40,0-5,Dust/Fog/Haze/Mist,0.22,130,15,2
Lakehead,CA,41-50,0-5,Dust/Fog/Haze/Mist,0.2,132,11,2
Greenbrae,CA,51-60,0-5,Dust/Fog/Haze/Mist,0.05,135,16,2
Anaheim,CA,51-60,0-5,Dust/Fog/Haze/Mist,0.33,129,7,2
San Clemente,CA,51-60,0-5,Light Precipitation,0.94,129,10,2
Alta,CA,31-40,0-5,Light Precipitation,1.02,28,14,2
Alta,CA,31-40,0-5,Light Precipitation,0.97,135,14,2
Alta,CA,31-40,0-5,Light Precipitation,1.22,158,14,2
Martinez,CA,41-50,0-5,Rain,1.16,134,13,2
Mira Loma,CA,41-50,0-5,Rain,1.33,26,9,2
Riverside,CA,41-50,0-5,Rain,0.15,127,8,2
Riverside,CA,41-50,0-5,Rain,0.79,127,8,2
Mira Loma,CA,41-50,0-5,Rain,0.88,135,8,2
Riverside,CA,41-50,0-5,Rain,0.29,158,8,2
Anderson,CA,41-50,0-5,Rain,0.02,126,8,2
Los Angeles,CA,51-60,0-5,Rain,0.03,133,17,2
Los Angeles,CA,51-60,0-5,Rain,0.03,139,17,2
Timber,OR,31-40,0-5,Dust/Fog/Haze/Mist,0.49,134,9,2
Portland,OR,41-50,0-5,Dust/Fog/Haze/Mist,0.78,143,7,2
Portland,OR,41-50,0-5,Dust/Fog/Haze/Mist,0.52,126,10,2
Portland,OR,41-50,0-5,Dust/Fog/Haze/Mist,0.16,131,10,2
Montclair,CA,41-50,0-5,Cloudy,1,13,10,2
Montclair,CA,41-50,0-5,Cloudy,1.19,82,10,2
Montclair,CA,41-50,0-5,Cloudy,0.91,128,10,2
Claremont,CA,41-50,0-5,Cloudy,0.22,131,10,2
Claremont,CA,41-50,0-5,Cloudy,0.22,134,10,2
Montclair,CA,41-50,0-5,Cloudy,0.94,144,10,2
Claremont,CA,41-50,0-5,Cloudy,0.22,159,10,2
Montclair,CA,41-50,0-5,Cloudy,0.83,159,10,2
Montclair,CA,41-50,0-5,Cloudy,1.03,161,10,2
Montclair,CA,41-50,0-5,Cloudy,0.81,166,10,2
Montclair,CA,41-50,0-5,Cloudy,0.95,175,10,2
Montclair,CA,41-50,0-5,Cloudy,0.07,257,10,2
Pomona,CA,41-50,0-5,Cloudy,0.05,130,8,2
Glendora,CA,41-50,0-5,Cloudy,0.05,137,8,2
San Bernardino,CA,51-60,0-5,Drizzle,0.15,129,18,2
San Bernardino,CA,51-60,0-5,Drizzle,0.07,142,18,2
Sonora,CA,41-50,0-5,Dust/Fog/Haze/Mist,0.23,127,8,2
McKinleyville,CA,41-50,0-5,Dust/Fog/Haze/Mist,0.12,130,8,2
San Juan Bautista,CA,41-50,0-5,Dust/Fog/Haze/Mist,0.58,126,15,2
Corte Madera,CA,41-50,0-5,Dust/Fog/Haze/Mist,0.03,127,7,2
Corte Madera,CA,41-50,0-5,Dust/Fog/Haze/Mist,0.06,138,7,2
San Jose,CA,41-50,0-5,Dust/Fog/Haze/Mist,0.04,130,14,2
South El Monte,CA,51-60,0-5,Dust/Fog/Haze/Mist,1.16,24,7,2
Whittier,CA,51-60,0-5,Dust/Fog/Haze/Mist,0.66,127,7,2
San Diego,CA,41-50,0-5,Light Precipitation,0.11,136,8,2
Lower Lake,CA,41-50,0-5,Light Precipitation,0.09,129,9,2
Martinez,CA,51-60,0-5,Light Precipitation,0.01,130,14,2
El Sobrante,CA,51-60,0-5,Light Precipitation,0.03,128,16,2
Anaheim,CA,51-60,0-5,Light Precipitation,0.81,127,9,2
Anaheim,CA,51-60,0-5,Light Precipitation,1.15,129,9,2
San Marino,CA,51-60,0-5,Rain,0.39,66,8,2
Chino,CA,51-60,0-5,Rain,0.19,129,12,2
Los Angeles,CA,51-60,0-5,Rain,0.34,24,12,2
Los Angeles,CA,51-60,0-5,Rain,0.88,26,12,2
Costa Mesa,CA,51-60,0-5,Rain,0.07,130,8,2
Los Angeles,CA,51-60,0-5,Rain,0.55,245,12,2
Los Angeles,CA,51-60,0-5,Rain,0.74,145,16,2
Los Angeles,CA,51-60,0-5,Rain,0.9,159,16,2
Los Angeles,CA,51-60,0-5,Rain,0.04,149,14,2
Los Angeles,CA,51-60,0-5,Light Precipitation,0.54,28,10,2
Los Angeles,CA,51-60,0-5,Light Precipitation,0.22,129,8,2
Los Angeles,CA,51-60,0-5,Light Precipitation,0.71,134,10,2
Los Angeles,CA,51-60,0-5,Light Precipitation,0.22,149,8,2
Walnut Creek,CA,51-60,0-5,Light Precipitation,0.66,19,11,2
Orinda,CA,51-60,0-5,Light Precipitation,1.26,146,11,2
Riverside,CA,51-60,0-5,Cloudy,0.07,131,9,2
Salida,CA,41-50,0-5,Rain,1.1,141,16,2
Rancho Cordova,CA,41-50,0-5,Rain,0.05,132,17,2
Rancho Cordova,CA,41-50,0-5,Rain,0.31,134,17,2
Rancho Cordova,CA,41-50,0-5,Rain,0.97,134,17,2
Sacramento,CA,41-50,0-5,Rain,0.05,303,17,2
Turlock,CA,41-50,0-5,Rain,0.14,129,18,2
Oxnard,CA,41-50,0-5,Rain,3.78,73,7,2
Oxnard,CA,41-50,0-5,Rain,0.08,128,8,2
Oxnard,CA,41-50,0-5,Rain,0.31,147,7,2
Oxnard,CA,41-50,0-5,Rain,1.4,150,7,2
Ventura,CA,41-50,0-5,Rain,2.04,223,7,2
Los Angeles,CA,41-50,0-5,Rain,0.17,21,8,2
Los Angeles,CA,41-50,0-5,Rain,0.55,30,7,2
Los Angeles,CA,41-50,0-5,Rain,0.04,135,7,2
Los Angeles,CA,41-50,0-5,Rain,0.16,135,8,2
Los Angeles,CA,41-50,0-5,Rain,0.06,137,7,2
Los Angeles,CA,41-50,0-5,Rain,0.15,137,8,2
South Pasadena,CA,41-50,0-5,Rain,0.9,144,8,2
San Bernardino,CA,51-60,0-5,Rain,0.5,128,13,2
Twin Peaks,CA,51-60,0-5,Rain,0.3,129,12,2
Rialto,CA,51-60,0-5,Rain,0.53,131,12,2
San Bernardino,CA,51-60,0-5,Rain,0.19,132,13,2
San Luis Obispo,CA,51-60,0-5,Rain,0.12,132,17,2
La Grande,OR,31-40,0-5,Wintry Mix,8.51,170,8,2
La Grande,OR,31-40,0-5,Wintry Mix,10.99,174,8,2
La Grande,OR,31-40,0-5,Wintry Mix,4.39,177,8,2
La Grande,OR,31-40,0-5,Wintry Mix,2.7,196,8,2
Pollock Pines,CA,31-40,0-5,Cloudy,2.91,27,17,2
Pollock Pines,CA,31-40,0-5,Cloudy,0.05,128,17,2
Red Bluff,CA,41-50,0-5,Cloudy,0.08,129,7,2
Pomona,CA,41-50,0-5,Cloudy,0.36,236,15,2
Antioch,CA,51-60,0-5,Cloudy,0.11,129,13,2
Alamo,CA,51-60,0-5,Cloudy,0.01,131,13,2
Los Angeles,CA,71-80,6-10,Fair,0.99,22,14,2
Los Angeles,CA,71-80,6-10,Fair,0.3,26,11,2
La Jolla,CA,71-80,6-10,Fair,1.31,68,13,2
Garden Grove,CA,71-80,6-10,Fair,0.41,78,16,2
South Gate,CA,71-80,6-10,Fair,2.57,102,16,2
Los Angeles,CA,71-80,6-10,Fair,0.05,127,13,2
Porter Ranch,CA,71-80,6-10,Fair,0.03,127,15,2
Los Angeles,CA,71-80,6-10,Fair,0.03,128,11,2
Los Angeles,CA,71-80,6-10,Fair,0.74,128,13,2
Long Beach,CA,71-80,6-10,Fair,0.02,129,17,2
Los Angeles,CA,71-80,6-10,Fair,0.17,129,11,2
La Jolla,CA,71-80,6-10,Fair,0.07,130,13,2
Laguna Hills,CA,71-80,6-10,Fair,1.18,130,16,2
Downey,CA,71-80,6-10,Fair,0.3,131,14,2
Los Angeles,CA,71-80,6-10,Fair,0.03,131,13,2
Los Angeles,CA,71-80,6-10,Fair,0.84,132,14,2
Irvine,CA,71-80,6-10,Fair,12.15,161,16,2
Los Angeles,CA,71-80,6-10,Fair,0.84,171,13,2
Santa Ana,CA,71-80,6-10,Fair,1.14,173,16,2
Downey,CA,71-80,6-10,Fair,0.69,183,14,2
San Diego,CA,71-80,6-10,Fair,6.14,225,14,2
Los Angeles,CA,71-80,6-10,Fair,4.56,257,16,2
La Jolla,CA,71-80,6-10,Fair,0.07,1338,13,2
Norwalk,CA,71-80,6-10,Fair,4.08,72,16,2
Los Angeles,CA,71-80,6-10,Fair,0.13,128,12,2
Los Angeles,CA,71-80,6-10,Fair,0.07,132,13,2
Anaheim,CA,71-80,6-10,Fair,2.98,136,15,2
Arcadia,CA,71-80,6-10,Fair,0.05,138,16,2
Los Angeles,CA,71-80,6-10,Fair,0.01,146,13,2
Compton,CA,71-80,6-10,Fair,0.05,128,16,2
Arcadia,CA,71-80,6-10,Fair,0.02,130,15,2
Los Angeles,CA,71-80,6-10,Fair,0.02,134,16,2
Gardena,CA,71-80,6-10,Fair,2.22,137,15,2
Anaheim,CA,71-80,6-10,Fair,0.35,138,14,2
Arcadia,CA,71-80,6-10,Fair,0.02,138,15,2
La Puente,CA,71-80,6-10,Fair,0.02,138,12,2
Anaheim,CA,71-80,6-10,Fair,1.31,143,15,2
Anaheim,CA,71-80,6-10,Fair,1.72,156,15,2
Azusa,CA,71-80,6-10,Fair,0.09,129,13,2
Los Angeles,CA,71-80,6-10,Fair,0.03,130,14,2
Hawthorne,CA,71-80,6-10,Fair,0.16,131,15,2
Los Angeles,CA,71-80,6-10,Fair,0.03,132,14,2
Whittier,CA,71-80,6-10,Fair,0.69,167,14,2
La Puente,CA,71-80,6-10,Fair,0.03,131,17,2
Monrovia,CA,71-80,6-10,Fair,0.71,185,16,2
Monrovia,CA,71-80,6-10,Fair,0.89,190,16,2
Anaheim,CA,71-80,6-10,Fair,5.56,193,15,2
Arcadia,CA,71-80,6-10,Fair,0.79,271,14,2
Lancaster,CA,41-50,6-10,Fair,0.01,131,1,2
Susanville,CA,41-50,6-10,Fair,0.04,132,15,2
Phelan,CA,41-50,6-10,Fair,0.2,127,13,2
Burlingame,CA,41-50,6-10,Fair,0.06,130,21,2
Burlingame,CA,41-50,6-10,Fair,0.02,161,21,2
San Francisco,CA,41-50,6-10,Fair,0.13,164,21,2
Phelan,CA,41-50,6-10,Fair,5.91,435,12,2
Phelan,CA,41-50,6-10,Fair,5.6,436,12,2
Palmdale,CA,41-50,6-10,Fair,0.03,130,16,2
Palmdale,CA,41-50,6-10,Fair,0.02,146,17,2
Acton,CA,51-60,6-10,Fair,0.14,132,16,2
Acton,CA,51-60,6-10,Fair,0.18,158,16,2
Rosamond,CA,51-60,6-10,Fair,0.52,131,17,2
Burlingame,CA,51-60,6-10,Fair,0.21,127,17,2
Castaic,CA,51-60,6-10,Fair,0.81,145,3,2
Mission Hills,CA,51-60,6-10,Fair,0.65,107,17,2
Mission Hills,CA,51-60,6-10,Fair,0.65,128,18,2
Rosamond,CA,51-60,6-10,Fair,0.54,133,14,2
Nipomo,CA,51-60,6-10,Fair,0.12,22,16,2
San Mateo,CA,51-60,6-10,Fair,1.16,70,17,2
Daly City,CA,51-60,6-10,Fair,1.68,125,16,2
Agoura Hills,CA,51-60,6-10,Fair,0.3,128,21,2
Mission Hills,CA,51-60,6-10,Fair,0.08,129,18,2
San Jose,CA,51-60,6-10,Fair,0.08,129,18,2
San Bruno,CA,51-60,6-10,Fair,0.1,130,16,2
San Jose,CA,51-60,6-10,Fair,0.04,130,17,2
South San Francisco,CA,51-60,6-10,Fair,0.94,130,16,2
Acton,CA,51-60,6-10,Fair,0.03,132,16,2
Nipomo,CA,51-60,6-10,Fair,0.12,133,16,2
Sylmar,CA,51-60,6-10,Fair,0.19,133,23,2
Sylmar,CA,51-60,6-10,Fair,0.38,148,21,2
San Bruno,CA,51-60,6-10,Fair,0.1,157,16,2
San Jose,CA,51-60,6-10,Fair,0.76,157,18,2
San Francisco,CA,51-60,6-10,Fair,0.07,179,17,2
Barstow,CA,51-60,6-10,Fair,0.64,128,11,2
Castaic,CA,51-60,6-10,Fair,0.42,141,10,2
Fairfield,CA,51-60,6-10,Fair,1.13,14,15,2
Oxnard,CA,51-60,6-10,Fair,0.21,130,14,2
Camarillo,CA,51-60,6-10,Fair,0.27,134,18,2
El Segundo,CA,51-60,6-10,Fair,0.2,127,17,2
El Segundo,CA,51-60,6-10,Fair,0.2,131,17,2
Santa Paula,CA,61-70,6-10,Fair,0.21,126,14,2
Los Angeles,CA,61-70,6-10,Fair,0.32,131,15,2
Stockton,CA,61-70,6-10,Fair,0.19,134,13,2
Barstow,CA,61-70,6-10,Fair,0.09,135,13,2
Inglewood,CA,61-70,6-10,Fair,0.75,136,15,2
Inglewood,CA,61-70,6-10,Fair,0.91,140,15,2
Inglewood,CA,61-70,6-10,Fair,0.82,144,15,2
Los Angeles,CA,61-70,6-10,Fair,0.32,147,15,2
Bakersfield,CA,61-70,6-10,Fair,0.02,129,13,2
Lamont,CA,61-70,6-10,Fair,0.13,136,13,2
La Palma,CA,61-70,6-10,Fair,6.52,56,14,2
Pacoima,CA,61-70,6-10,Fair,0.3,129,15,2
Pacoima,CA,61-70,6-10,Fair,0.45,129,15,2
Gilroy,CA,31-40,6-10,Light Precipitation,0.07,127,1,2
Loleta,CA,31-40,6-10,Light Precipitation,0.03,128,22,2
Arcata,CA,31-40,6-10,Light Precipitation,0.47,130,22,2
McKinleyville,CA,31-40,6-10,Light Precipitation,0.06,132,23,2
Gilroy,CA,31-40,6-10,Light Precipitation,0.07,189,1,2
Lancaster,CA,41-50,6-10,Light Precipitation,1.02,129,4,2
Rosamond,CA,41-50,6-10,Light Precipitation,0.13,125,1,2
Redlands,CA,41-50,6-10,Light Precipitation,0.59,26,4,2
Atascadero,CA,41-50,6-10,Light Precipitation,0.02,128,22,2
Perris,CA,41-50,6-10,Light Precipitation,0.9,131,4,2
Redlands,CA,41-50,6-10,Light Precipitation,0.04,134,4,2
Redlands,CA,41-50,6-10,Light Precipitation,0.04,145,4,2
Redlands,CA,41-50,6-10,Light Precipitation,1.14,164,4,2
Redlands,CA,41-50,6-10,Light Precipitation,0.99,169,4,2
Burbank,CA,41-50,6-10,Light Precipitation,0.61,35,23,2
Mira Loma,CA,41-50,6-10,Light Precipitation,0.11,130,7,2
Concord,CA,41-50,6-10,Light Precipitation,0.04,128,7,2
Walnut Creek,CA,41-50,6-10,Light Precipitation,0.04,130,21,2
Tarzana,CA,41-50,6-10,Light Precipitation,0.22,131,2,2
Perris,CA,41-50,6-10,Light Precipitation,0.18,133,5,2
Concord,CA,41-50,6-10,Light Precipitation,0.04,152,7,2
Tarzana,CA,41-50,6-10,Light Precipitation,0.82,443,2,2
Tarzana,CA,41-50,6-10,Light Precipitation,0.79,458,2,2
Tarzana,CA,41-50,6-10,Light Precipitation,1.2,509,2,2
Santa Cruz,CA,41-50,6-10,Light Precipitation,0.84,20,3,2
Redding,CA,41-50,6-10,Light Precipitation,1.79,71,3,2
Los Angeles,CA,41-50,6-10,Light Precipitation,0.17,126,3,2
San Bernardino,CA,41-50,6-10,Light Precipitation,0.07,126,3,2
Arbuckle,CA,41-50,6-10,Light Precipitation,0.04,128,17,2
Castro Valley,CA,41-50,6-10,Light Precipitation,0.05,128,2,2
Los Angeles,CA,41-50,6-10,Light Precipitation,0.05,130,3,2
Delano,CA,41-50,6-10,Light Precipitation,0.05,131,0,2
Castro Valley,CA,41-50,6-10,Light Precipitation,1.6,149,2,2
Delano,CA,41-50,6-10,Light Precipitation,0.5,151,1,2
Crestline,CA,41-50,6-10,Light Precipitation,0.06,480,3,2
Bloomington,CA,41-50,6-10,Light Precipitation,0.94,17,22,2
Riverside,CA,41-50,6-10,Light Precipitation,0.56,26,23,2
Oakland,CA,41-50,6-10,Light Precipitation,0.91,40,23,2
Oakland,CA,41-50,6-10,Light Precipitation,0.87,53,23,2
Oakland,CA,41-50,6-10,Light Precipitation,0.75,71,22,2
Bloomington,CA,41-50,6-10,Light Precipitation,0.14,125,22,2
Richmond,CA,41-50,6-10,Light Precipitation,0.14,127,5,2
Seal Beach,CA,41-50,6-10,Light Precipitation,0.77,127,7,2
Lafayette,CA,41-50,6-10,Light Precipitation,0.1,128,16,2
San Francisco,CA,41-50,6-10,Light Precipitation,0.81,129,4,2
Rodeo,CA,41-50,6-10,Light Precipitation,0.02,130,17,2
Selma,CA,41-50,6-10,Light Precipitation,0.03,130,22,2
Crockett,CA,41-50,6-10,Light Precipitation,0.06,131,1,2
Walnut Creek,CA,41-50,6-10,Light Precipitation,0.15,131,7,2
Benicia,CA,41-50,6-10,Light Precipitation,0.02,132,15,2
Bay Point,CA,41-50,6-10,Light Precipitation,0.08,133,15,2
Madera,CA,41-50,6-10,Light Precipitation,0.5,133,20,2
Oakhurst,CA,41-50,6-10,Light Precipitation,0.06,135,3,2
Santa Rosa,CA,41-50,6-10,Light Precipitation,0.02,137,16,2
Oakland,CA,41-50,6-10,Light Precipitation,0.7,139,23,2
Richmond,CA,41-50,6-10,Light Precipitation,0.14,140,5,2
Oakhurst,CA,41-50,6-10,Light Precipitation,0.08,143,3,2
Bloomington,CA,41-50,6-10,Light Precipitation,1.02,146,22,2
Santa Rosa,CA,41-50,6-10,Light Precipitation,0.04,146,21,2
Aromas,CA,41-50,6-10,Light Precipitation,0.05,147,21,2
Oakland,CA,41-50,6-10,Light Precipitation,0.84,149,23,2
Bloomington,CA,41-50,6-10,Light Precipitation,1.13,157,4,2
Concord,CA,41-50,6-10,Light Precipitation,2.84,158,7,2
Richmond,CA,41-50,6-10,Light Precipitation,0.75,185,5,2
Richmond,CA,41-50,6-10,Light Precipitation,0.14,211,5,2
Castro Valley,CA,41-50,6-10,Light Precipitation,0.81,23,14,2
Glendale,CA,41-50,6-10,Light Precipitation,0.49,23,0,2
Jurupa Valley,CA,41-50,6-10,Light Precipitation,0.66,23,1,2
San Marcos,CA,41-50,6-10,Light Precipitation,0.7,25,3,2
Los Angeles,CA,41-50,6-10,Light Precipitation,0.17,127,1,2
Los Angeles,CA,41-50,6-10,Light Precipitation,0.21,129,0,2
Lafayette,CA,41-50,6-10,Light Precipitation,0.11,130,16,2
Walnut Creek,CA,41-50,6-10,Light Precipitation,0.31,130,17,2
Castro Valley,CA,41-50,6-10,Light Precipitation,0.83,131,14,2
San Francisco,CA,41-50,6-10,Light Precipitation,0.06,131,9,2
San Marcos,CA,41-50,6-10,Light Precipitation,0.35,132,3,2
Sacramento,CA,41-50,6-10,Light Precipitation,0.02,137,7,2
Sacramento,CA,41-50,6-10,Light Precipitation,0.04,137,16,2
Galt,CA,41-50,6-10,Light Precipitation,0.03,139,23,2
Los Angeles,CA,41-50,6-10,Light Precipitation,0.83,139,1,2
Sacramento,CA,41-50,6-10,Light Precipitation,0.1,141,0,2
Vallejo,CA,41-50,6-10,Light Precipitation,2.96,144,5,2
Walnut Creek,CA,41-50,6-10,Light Precipitation,0.31,179,17,2
Escondido,CA,41-50,6-10,Light Precipitation,1.27,192,4,2
Los Angeles,CA,41-50,6-10,Light Precipitation,3.07,767,7,2
Los Angeles,CA,41-50,6-10,Light Precipitation,6.22,767,7,2
Gilroy,CA,41-50,6-10,Light Precipitation,0.03,129,17,2
Lakeport,CA,41-50,6-10,Light Precipitation,0.19,130,18,2
Carpinteria,CA,41-50,6-10,Light Precipitation,0.42,131,23,2
Tipton,CA,41-50,6-10,Light Precipitation,0.12,131,2,2
Irvine,CA,41-50,6-10,Light Precipitation,0.03,132,4,2
Ukiah,CA,41-50,6-10,Light Precipitation,0.02,134,4,2
Stockton,CA,41-50,6-10,Light Precipitation,0.05,136,23,2
Redding,CA,41-50,6-10,Light Precipitation,1.94,138,22,2
Stockton,CA,41-50,6-10,Light Precipitation,0.16,140,12,2
Whittier,CA,41-50,6-10,Light Precipitation,0.85,156,6,2
Redding,CA,41-50,6-10,Light Precipitation,1.82,206,22,2
Stockton,CA,41-50,6-10,Light Precipitation,0.06,340,22,2
Sherman Oaks,CA,41-50,6-10,Light Precipitation,1.35,399,2,2
Sherman Oaks,CA,41-50,6-10,Light Precipitation,0.7,408,2,2
Sherman Oaks,CA,41-50,6-10,Light Precipitation,1.02,412,2,2
Tarzana,CA,41-50,6-10,Light Precipitation,0.97,434,2,2
Selma,CA,51-60,6-10,Light Precipitation,1.73,21,21,2
Ontario,CA,51-60,6-10,Light Precipitation,0.04,125,18,2
Orange,CA,51-60,6-10,Light Precipitation,0.06,125,23,2
Santa Barbara,CA,51-60,6-10,Light Precipitation,0.21,127,17,2
Tipton,CA,51-60,6-10,Light Precipitation,0.49,132,1,2
Ontario,CA,51-60,6-10,Light Precipitation,0.04,147,18,2
Tulare,CA,51-60,6-10,Light Precipitation,3,151,1,2
Union City,CA,51-60,6-10,Light Precipitation,0.81,124,18,2
Riverside,CA,51-60,6-10,Light Precipitation,0.79,131,9,2
Los Alamitos,CA,51-60,6-10,Light Precipitation,0.25,140,23,2
Norwalk,CA,51-60,6-10,Light Precipitation,0.1,148,2,2
Los Angeles,CA,51-60,6-10,Light Precipitation,2.19,869,5,2
Van Nuys,CA,51-60,6-10,Light Precipitation,0.25,11,23,2
Anaheim,CA,51-60,6-10,Light Precipitation,0.36,20,3,2
San Francisco,CA,51-60,6-10,Light Precipitation,0.33,21,2,2
San Francisco,CA,51-60,6-10,Light Precipitation,2.42,22,3,2
Bloomington,CA,51-60,6-10,Light Precipitation,0.04,129,18,2
San Diego,CA,51-60,6-10,Light Precipitation,0.38,130,9,2
Ukiah,CA,51-60,6-10,Light Precipitation,0.21,131,18,2
Whittier,CA,51-60,6-10,Light Precipitation,0.06,131,8,2
Coalinga,CA,51-60,6-10,Light Precipitation,0.01,133,22,2
Rio Vista,CA,51-60,6-10,Light Precipitation,0.06,134,2,2
Modesto,CA,51-60,6-10,Light Precipitation,0.03,136,14,2
San Diego,CA,51-60,6-10,Light Precipitation,0.13,136,8,2
Anaheim,CA,51-60,6-10,Light Precipitation,0.03,143,3,2
Monrovia,CA,51-60,6-10,Light Precipitation,0.02,152,3,2
Fairfield,CA,51-60,6-10,Light Precipitation,0.98,179,2,2
Anaheim,CA,51-60,6-10,Light Precipitation,1.4,186,3,2
Anaheim,CA,51-60,6-10,Light Precipitation,0.03,237,3,2
Anaheim,CA,51-60,6-10,Light Precipitation,0.89,247,3,2
Anaheim,CA,51-60,6-10,Light Precipitation,0.76,255,3,2
Anaheim,CA,51-60,6-10,Light Precipitation,0.81,485,3,2
Inglewood,CA,51-60,6-10,Light Precipitation,0.19,12,2,2
Mira Loma,CA,51-60,6-10,Light Precipitation,1.49,27,11,2
Mira Loma,CA,51-60,6-10,Light Precipitation,0.88,127,11,2
Sacramento,CA,51-60,6-10,Light Precipitation,0.07,128,4,2
Chula Vista,CA,51-60,6-10,Light Precipitation,0.13,137,12,2
Los Angeles,CA,51-60,6-10,Light Precipitation,0.01,139,21,2
Woodland Hills,CA,51-60,6-10,Light Precipitation,0.02,155,13,2
Los Angeles,CA,51-60,6-10,Light Precipitation,0.73,161,16,2
Los Angeles,CA,51-60,6-10,Light Precipitation,0.79,182,3,2
Riverside,CA,51-60,6-10,Light Precipitation,2.52,197,15,2
Lynwood,CA,51-60,6-10,Light Precipitation,0.07,128,1,2
Sausalito,CA,51-60,6-10,Light Precipitation,0.04,128,2,2
Bell Gardens,CA,51-60,6-10,Light Precipitation,1.35,129,14,2
Camarillo,CA,51-60,6-10,Light Precipitation,0.11,129,17,2
Glendale,CA,51-60,6-10,Light Precipitation,0.03,129,13,2
Los Angeles,CA,51-60,6-10,Light Precipitation,0.06,129,13,2
Sacramento,CA,51-60,6-10,Light Precipitation,0.03,129,2,2
Los Angeles,CA,51-60,6-10,Light Precipitation,0.08,130,14,2
Los Angeles,CA,51-60,6-10,Light Precipitation,0.04,131,13,2
Los Angeles,CA,51-60,6-10,Light Precipitation,0.14,131,13,2
Los Angeles,CA,51-60,6-10,Light Precipitation,0.07,133,13,2
Los Angeles,CA,51-60,6-10,Light Precipitation,0.77,141,14,2
Murrieta,CA,51-60,6-10,Light Precipitation,0.89,143,16,2
Murrieta,CA,51-60,6-10,Light Precipitation,0.88,153,16,2
Bell Gardens,CA,51-60,6-10,Light Precipitation,0.92,157,14,2
Bell Gardens,CA,51-60,6-10,Light Precipitation,3.35,199,14,2
Los Angeles,CA,51-60,6-10,Light Precipitation,5.96,210,13,2
Los Angeles,CA,51-60,6-10,Light Precipitation,8.27,321,13,2
Oakland,CA,51-60,6-10,Light Precipitation,0.52,16,1,2
San Francisco,CA,51-60,6-10,Light Precipitation,0.1,129,1,2
San Leandro,CA,51-60,6-10,Light Precipitation,0.96,129,0,2
Fresno,CA,51-60,6-10,Light Precipitation,0.08,130,16,2
Oakland,CA,51-60,6-10,Light Precipitation,0.06,134,0,2
Rosemead,CA,51-60,6-10,Light Precipitation,0.3,134,10,2
Oakland,CA,51-60,6-10,Light Precipitation,0.73,141,0,2
Oakland,CA,51-60,6-10,Light Precipitation,0.9,146,0,2
Rosemead,CA,51-60,6-10,Light Precipitation,0.3,149,10,2
Concord,CA,51-60,6-10,Light Precipitation,0.84,14,0,2
South El Monte,CA,51-60,6-10,Light Precipitation,0.59,23,12,2
Fullerton,CA,51-60,6-10,Light Precipitation,1.98,39,11,2
Paramount,CA,51-60,6-10,Light Precipitation,1.92,39,10,2
Anaheim,CA,51-60,6-10,Light Precipitation,1.26,44,11,2
Whittier,CA,51-60,6-10,Light Precipitation,0.2,127,11,2
Buena Park,CA,51-60,6-10,Light Precipitation,0.02,128,11,2
Compton,CA,51-60,6-10,Light Precipitation,0.22,128,10,2
Buena Park,CA,51-60,6-10,Light Precipitation,0.03,131,11,2
Duarte,CA,51-60,6-10,Light Precipitation,0.03,131,11,2
Anaheim,CA,51-60,6-10,Light Precipitation,0.02,133,11,2
Irvine,CA,51-60,6-10,Light Precipitation,0.07,133,14,2
Concord,CA,51-60,6-10,Light Precipitation,0.18,134,0,2
Anaheim,CA,51-60,6-10,Light Precipitation,0.34,136,23,2
Concord,CA,51-60,6-10,Light Precipitation,0.74,141,0,2
Whittier,CA,51-60,6-10,Light Precipitation,0.04,151,11,2
Norwalk,CA,51-60,6-10,Light Precipitation,0.9,154,23,2
Irvine,CA,51-60,6-10,Light Precipitation,0.21,213,14,2
Long Beach,CA,51-60,6-10,Light Precipitation,0.02,127,2,2
Santa Rosa,CA,51-60,6-10,Light Precipitation,0.08,131,14,2
Earlimart,CA,51-60,6-10,Light Precipitation,0.13,134,10,2
San Diego,CA,51-60,6-10,Light Precipitation,0.01,135,12,2
Woodland Hills,CA,51-60,6-10,Light Precipitation,1.2,147,14,2
Carlsbad,CA,61-70,6-10,Light Precipitation,0.09,129,13,2
Fontana,CA,61-70,6-10,Light Precipitation,0.37,137,14,2
Carlsbad,CA,61-70,6-10,Light Precipitation,0.7,169,13,2
Paramount,CA,61-70,6-10,Light Precipitation,2.67,316,13,2
Clovis,CA,61-70,6-10,Light Precipitation,0.14,131,4,2
